Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YJR010C-A	YIR022W	SPC1	SEC11	Phenotypic Enhancement	Fang H et al	8663399
YDL095W	YAL023C	PMT1	PMT2	Phenotypic Enhancement	Gentzsch M et al	8543034
YGL076C	YPL198W	RPL7A	RPL7B	Synthetic Lethality	Mizuta K et al	8536309
YMR170C	YMR169C	ALD2	ALD3	Phenotypic Enhancement	Navarro-Avino JP et al	10407263
YJL101C	YOR323C	GSH1	PRO2	Phenotypic Suppression	Spector D et al	11084050
YFR033C	YLR075W	QCR6	RPL10	Synthetic Lethality	Tron T et al	7730379
YHR001W-A	YFR033C	QCR10	QCR6	Synthetic Growth Defect	Brandt U et al	8175712
YBR080C	YJL062W	SEC18	LAS21	Phenotypic Enhancement	Imhof I et al	14985347
YDR331W	YBR080C	GPI8	SEC18	Phenotypic Enhancement	Imhof I et al	14985347
YJL062W	YNL169C	LAS21	PSD1	Dosage Rescue	Imhof I et al	14985347
YJL062W	YBR078W	LAS21	ECM33	Dosage Rescue	Imhof I et al	14985347
YJL062W	YDR331W	LAS21	GPI8	Phenotypic Enhancement	Imhof I et al	14985347
YLL031C	YKL165C	GPI13	MCD4	Dosage Rescue	Imhof I et al	14985347
YJL062W	YLL031C	LAS21	GPI13	Dosage Rescue	Imhof I et al	14985347
YGL195W	YKL104C	GCN1	GFA1	Dosage Rescue	Watzele G et al	2656689
YDR510W	YIL031W	SMT3	ULP2	Synthetic Rescue	Bylebyl GR et al	12941945
YGL137W	YDL145C	SEC27	COP1	Synthetic Lethality	Eugster A et al	14699056
YMR079W	YLR133W	SEC14	CKI1	Synthetic Rescue	Cleves AE et al	1997207
YOR317W	YMR246W	FAA1	FAA4	Synthetic Growth Defect	Knoll LJ et al	7738025
YLR195C	YMR008C	NMT1	PLB1	Dosage Rescue	Johnson DR et al	7962057
YML028W	YDR453C	TSA1	TSA2	Phenotypic Enhancement	Wong CM et al	11741925
YER099C	YBL068W	PRS2	PRS4	Synthetic Lethality	Hernando Y et al	10212224
YER110C	YMR308C	KAP123	PSE1	Phenotypic Enhancement	Seedorf M et al	9238021
YDL116W	YJL041W	NUP84	NSP1	Synthetic Lethality	Siniossoglou S et al	9822591
YDL116W	YMR047C	NUP84	NUP116	Synthetic Lethality	Siniossoglou S et al	9822591
YDL116W	YAL009W	NUP84	SPO7	Synthetic Lethality	Siniossoglou S et al	9822591
YDL116W	YHR004C	NUP84	NEM1	Synthetic Lethality	Siniossoglou S et al	9822591
YAL009W	YML103C	SPO7	NUP188	Synthetic Lethality	Siniossoglou S et al	9822591
YAL009W	YGL100W	SPO7	SEH1	Synthetic Growth Defect	Siniossoglou S et al	9822591
YGR074W	YDL051W	SMD1	LHP1	Synthetic Lethality	Xue D et al	10747032
YMR060C	YNL121C	SAM37	TOM70	Synthetic Lethality	Gratzer S et al	7698990
YMR060C	YGR082W	SAM37	TOM20	Synthetic Lethality	Gratzer S et al	7698990
YBR164C	YJL165C	ARL1	HAL5	Dosage Rescue	Munson AM et al	15126631
YBR164C	YFR040W	ARL1	SAP155	Dosage Rescue	Munson AM et al	15126631
YBR164C	YAL031C	ARL1	FUN21	Dosage Rescue	Munson AM et al	15126631
YBR164C	YGL035C	ARL1	MIG1	Dosage Rescue	Munson AM et al	15126631
YBR164C	YJL193W	ARL1	YJL193W	Dosage Rescue	Munson AM et al	15126631
YBR164C	YDR184C	ARL1	ATC1	Dosage Rescue	Munson AM et al	15126631
YBR164C	YLR133W	ARL1	CKI1	Dosage Rescue	Munson AM et al	15126631
YKR062W	YKL028W	TFA2	TFA1	Synthetic Growth Defect	Sakurai H et al	9405484
YNL137C	YOR355W	NAM9	GDS1	Dosage Rescue	Konopinska A et al	8750239
YLR027C	YGL252C	AAT2	RTG2	Synthetic Rescue	Velot C et al	8913736
YDR296W	YKL011C	MHR1	CCE1	Phenotypic Enhancement	Ling F et al	12198175
YIL133C	YNL069C	RPL16A	RPL16B	Synthetic Lethality	Rotenberg MO et al	3282992
YNL069C	YIL133C	RPL16B	RPL16A	Dosage Rescue	Rotenberg MO et al	3282992
YGL190C	YDR435C	CDC55	PPM1	Synthetic Growth Defect	Wu J et al	11060018
YOR014W	YDR435C	RTS1	PPM1	Synthetic Growth Defect	Wu J et al	11060018
YDR435C	YGL190C	PPM1	CDC55	Phenotypic Suppression	Wu J et al	11060018
YOR209C	YJR025C	NPT1	BNA1	Synthetic Lethality	Panozzo C et al	12062417
YOR209C	YJR078W	NPT1	BNA2	Synthetic Lethality	Panozzo C et al	12062417
YOR209C	YBL098W	NPT1	BNA4	Synthetic Lethality	Panozzo C et al	12062417
YOR209C	YLR231C	NPT1	BNA5	Synthetic Lethality	Panozzo C et al	12062417
YOR209C	YFR047C	NPT1	BNA6	Synthetic Lethality	Panozzo C et al	12062417
YGL186C	YMR095C	TPN1	SNO1	Synthetic Lethality	Stolz J et al	12649274
YGL186C	YMR096W	TPN1	SNZ1	Synthetic Lethality	Stolz J et al	12649274
YMR096W	YNL333W	SNZ1	SNZ2	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YNL333W	YMR096W	SNZ2	SNZ1	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YMR096W	YFL059W	SNZ1	SNZ3	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YFL059W	YMR096W	SNZ3	SNZ1	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YNL333W	YFL059W	SNZ2	SNZ3	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YFL059W	YNL333W	SNZ3	SNZ2	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YMR095C	YNL334C	SNO1	SNO2	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YNL334C	YMR095C	SNO2	SNO1	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YMR095C	YFL060C	SNO1	SNO3	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YFL060C	YMR095C	SNO3	SNO1	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YNL334C	YFL060C	SNO2	SNO3	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YFL060C	YNL334C	SNO3	SNO2	Phenotypic Enhancement	Rodriguez-Navarro S et al	12271461
YKR084C	YLR287C-A	HBS1	RPS30A	Synthetic Growth Defect	Carr-Schmid A et al	11909951
YKR084C	YOR182C	HBS1	RPS30B	Synthetic Growth Defect	Carr-Schmid A et al	11909951
YKR084C	YCR031C	HBS1	RPS14A	Synthetic Growth Defect	Carr-Schmid A et al	11909951
YNL001W	YLR287C-A	DOM34	RPS30A	Synthetic Growth Defect	Carr-Schmid A et al	11909951
YML070W	YFL053W	DAK1	DAK2	Phenotypic Enhancement	Molin M et al	12401799
YPL120W	YBR128C	VPS30	ATG14	Phenotypic Suppression	Kametaka S et al	9712845
YAL021C	YGL094C	CCR4	PAN2	Synthetic Growth Defect	Tucker M et al	11239395
YOL149W	YAL021C	DCP1	CCR4	Synthetic Lethality	Tucker M et al	11239395
YOL149W	YNR052C	DCP1	POP2	Synthetic Lethality	Tucker M et al	11239395
YOL110W	YNL098C	SHR5	RAS2	Synthetic Growth Defect	Zhao L et al	12379641
YNL231C	YNL264C	PDR16	PDR17	Phenotypic Enhancement	van den Hazel HB et al	9890948
YOR153W	YGR281W	PDR5	YOR1	Phenotypic Enhancement	van den Hazel HB et al	9890948
YNL231C	YOR153W	PDR16	PDR5	Phenotypic Enhancement	van den Hazel HB et al	9890948
YNL055C	YIL114C	POR1	POR2	Phenotypic Enhancement	Lee AC et al	9435273
YNL055C	YIL114C	POR1	POR2	Synthetic Growth Defect	Blachly-Dyson E et al	9315631
YGL098W	YLR268W	USE1	SEC22	Synthetic Growth Defect	Dilcher M et al	12853481
YGL098W	YDR498C	USE1	SEC20	Synthetic Growth Defect	Dilcher M et al	12853481
YGL098W	YLR078C	USE1	BOS1	Synthetic Growth Defect	Dilcher M et al	12853481
YGL098W	YDR498C	USE1	SEC20	Synthetic Lethality	Dilcher M et al	12853481
YGL098W	YLR268W	USE1	SEC22	Synthetic Lethality	Dilcher M et al	12853481
YGL098W	YOR075W	USE1	UFE1	Synthetic Lethality	Dilcher M et al	12853481
YGL098W	YIL004C	USE1	BET1	Synthetic Growth Defect	Dilcher M et al	12853481
YGL098W	YLR026C	USE1	SED5	Synthetic Growth Defect	Dilcher M et al	12853481
YDL051W	YJR022W	LHP1	LSM8	Synthetic Lethality	Pannone BK et al	9857199
YER165W	YOL139C	PAB1	CDC33	Synthetic Lethality	Tarun SZ Jr et al	9256432
YGL043W	YGL224C	DST1	SDT1	Dosage Rescue	Shimoaraiso M et al	10858443
YPR069C	YMR020W	SPE3	FMS1	Phenotypic Enhancement	Chattopadhyay MK et al	14617780
YKR057W	YJL136C	RPS21A	RPS21B	Synthetic Lethality	Tabb-Massey A et al	14627813
YGR103W	YOL127W	NOP7	RPL25	Phenotypic Enhancement	Oeffinger M et al	12022229
YDR087C	YCR018C	RRP1	SRD1	Synthetic Rescue	Hess SM et al	8165142
YBR159W	YCR034W	YBR159W	FEN1	Synthetic Lethality	Han G et al	12087109
YBR036C	YBR159W	CSG2	YBR159W	Phenotypic Suppression	Han G et al	12087109
YOR073W	YJL030W	SGO1	MAD2	Synthetic Growth Defect	Katis VL et al	15062096
YOR073W	YGR188C	SGO1	BUB1	Synthetic Growth Defect	Katis VL et al	15062096
YPL188W	YBR003W	POS5	COQ1	Synthetic Rescue	Outten CE et al	12727869
YLR221C	YNR038W	RSA3	DBP6	Synthetic Lethality	De La Cruz J et al	15126390
YOR063W	YNR038W	RPL3	DBP6	Synthetic Lethality	De La Cruz J et al	15126390
YOL144W	YNR038W	NOP8	DBP6	Synthetic Lethality	De La Cruz J et al	15126390
YIR009W	YNL091W	MSL1	NST1	Synthetic Growth Defect	Goossens A et al	11816027
YFR032C-A	YLR075W	RPL29	RPL10	Synthetic Lethality	DeLabre ML et al	11997090
YFR032C-A	YPL193W	RPL29	RSA1	Synthetic Lethality	DeLabre ML et al	11997090
YIL076W	YHR165C	SEC28	PRP8	Synthetic Rescue	Kimata Y et al	10744762
YLR028C	YMR120C	ADE16	ADE17	Phenotypic Enhancement	Tibbetts AS et al	10877846
YPR067W	YMR058W	ISA2	FET3	Synthetic Growth Defect	Jensen LT et al	10805735
YAL017W	YOL045W	PSK1	PSK2	Synthetic Growth Defect	Rutter J et al	12372297
YAL017W	YDR422C	PSK1	SIP1	Dosage Rescue	Rutter J et al	12372297
YAL017W	YOR163W	PSK1	DDP1	Dosage Rescue	Rutter J et al	12372297
YAL017W	YLR028C	PSK1	ADE16	Dosage Rescue	Rutter J et al	12372297
YAL017W	YOR303W	PSK1	CPA1	Dosage Rescue	Rutter J et al	12372297
YAL017W	YDL189W	PSK1	RBS1	Dosage Rescue	Rutter J et al	12372297
YAL017W	YOR204W	PSK1	DED1	Dosage Rescue	Rutter J et al	12372297
YAL017W	YPL119C	PSK1	DBP1	Dosage Rescue	Rutter J et al	12372297
YAL017W	YGL222C	PSK1	EDC1	Dosage Rescue	Rutter J et al	12372297
YAL017W	YBR257W	PSK1	POP4	Dosage Rescue	Rutter J et al	12372297
YAL017W	YDR390C	PSK1	UBA2	Dosage Rescue	Rutter J et al	12372297
YAL017W	YDR195W	PSK1	REF2	Dosage Rescue	Rutter J et al	12372297
YOL045W	YKL127W	PSK2	PGM1	Dosage Rescue	Rutter J et al	12372297
YOL045W	YMR105C	PSK2	PGM2	Dosage Rescue	Rutter J et al	12372297
YOL045W	YDR422C	PSK2	SIP1	Dosage Rescue	Rutter J et al	12372297
YOL045W	YOR163W	PSK2	DDP1	Dosage Rescue	Rutter J et al	12372297
YOL045W	YLR028C	PSK2	ADE16	Dosage Rescue	Rutter J et al	12372297
YOL045W	YOR303W	PSK2	CPA1	Dosage Rescue	Rutter J et al	12372297
YOL045W	YDL189W	PSK2	RBS1	Dosage Rescue	Rutter J et al	12372297
YOL045W	YOR204W	PSK2	DED1	Dosage Rescue	Rutter J et al	12372297
YOL045W	YPL119C	PSK2	DBP1	Dosage Rescue	Rutter J et al	12372297
YOL045W	YGL222C	PSK2	EDC1	Dosage Rescue	Rutter J et al	12372297
YOL045W	YBR257W	PSK2	POP4	Dosage Rescue	Rutter J et al	12372297
YOL045W	YDR390C	PSK2	UBA2	Dosage Rescue	Rutter J et al	12372297
YOL045W	YDR195W	PSK2	REF2	Dosage Rescue	Rutter J et al	12372297
YOL045W	YKL035W	PSK2	UGP1	Dosage Growth Defect	Rutter J et al	12372297
YEL021W	YHR137W	URA3	ARO9	Synthetic Growth Defect	Iraqui I et al	10207060
YEL021W	YDR421W	URA3	ARO80	Synthetic Growth Defect	Iraqui I et al	10207060
YEL021W	YKR039W	URA3	GAP1	Synthetic Growth Defect	Iraqui I et al	10207060
YKL046C	YMR238W	DCW1	DFG5	Synthetic Lethality	Kitagaki H et al	12421307
YBR216C	YGL060W	YBP1	YBP2	Synthetic Growth Defect	Gulshan K et al	15075262
YBL082C	YNL048W	RHK1	ALG11	Synthetic Growth Defect	Helenius J et al	11807558
YNL048W	YBL020W	ALG11	RFT1	Dosage Rescue	Helenius J et al	11807558
YML124C	YDR183W	TUB3	PLP1	Synthetic Rescue	Lacefield S et al	14573467
YJR090C	YDR183W	GRR1	PLP1	Synthetic Rescue	Lacefield S et al	14573467
YGR078C	YDR183W	PAC10	PLP1	Synthetic Rescue	Lacefield S et al	14573467
YGR078C	YML124C	PAC10	TUB3	Synthetic Lethality	Lacefield S et al	14573467
YGR078C	YJR090C	PAC10	GRR1	Synthetic Lethality	Lacefield S et al	14573467
YJR090C	YML124C	GRR1	TUB3	Synthetic Lethality	Lacefield S et al	14573467
YNR056C	YNR057C	BIO5	BIO4	Phenotypic Enhancement	Phalip V et al	10333520
YKL154W	YDR292C	SRP102	SRP101	Dosage Rescue	Ogg SC et al	9679135
YLR186W	YDR502C	EMG1	SAM2	Dosage Rescue	Eschrich D et al	11935223
YNR001C	YPR001W	CIT1	CIT3	Synthetic Lethality	Jia YK et al	9140965
YDR294C	YOR049C	DPL1	RSB1	Dosage Rescue	Kihara A et al	12034738
YPR079W	YBL017C	MRL1	PEP1	Phenotypic Enhancement	Whyte JR et al	11470415
YPR181C	YGL054C	SEC23	ERV14	Synthetic Growth Defect	Powers J et al	11907269
YLR244C	YBL091C	MAP1	MAP2	Synthetic Lethality	Li X et al	8618900
YML032C	YMR001C	RAD52	CDC5	Phenotypic Enhancement	Galgoczy DJ et al	11238908
YDL017W	YDR052C	CDC7	DBF4	Phenotypic Enhancement	Ohtoshi A et al	9197416
YAL026C	YEL022W	DRS2	GEA2	Synthetic Growth Defect	Chantalat S et al	14734650
YFL039C	YLL050C	ACT1	COF1	Synthetic Lethality	Belmont LD et al	9732289
YFL039C	YOR122C	ACT1	PFY1	Synthetic Lethality	Belmont LD et al	9732289
YFL039C	YDR129C	ACT1	SAC6	Synthetic Growth Defect	Belmont LD et al	9732289
YNL079C	YFL039C	TPM1	ACT1	Synthetic Rescue	Belmont LD et al	9732289
YKL114C	YBL019W	APN1	APN2	Phenotypic Enhancement	Bennett RA	10022867
YDR419W	YML060W	RAD30	OGG1	Phenotypic Enhancement	Haracska L et al	10932195
YMR047C	YKL068W	NUP116	NUP100	Dosage Rescue	Bailer SM et al	9463388
YNL261W	YBR060C	ORC5	ORC2	Synthetic Lethality	Loo S et al	7579692
YNL261W	YBR202W	ORC5	CDC47	Synthetic Lethality	Loo S et al	7579692
YNL261W	YPR019W	ORC5	CDC54	Synthetic Lethality	Loo S et al	7579692
YBR060C	YFR028C	ORC2	CDC14	Synthetic Lethality	Loo S et al	7579692
YBR060C	YBR202W	ORC2	CDC47	Synthetic Lethality	Loo S et al	7579692
YBR060C	YPR019W	ORC2	CDC54	Synthetic Lethality	Loo S et al	7579692
YBR060C	YDL017W	ORC2	CDC7	Synthetic Lethality	Loo S et al	7579692
YBR060C	YJL194W	ORC2	CDC6	Synthetic Growth Defect	Loo S et al	7579692
YBR060C	YLR274W	ORC2	CDC46	Synthetic Growth Defect	Loo S et al	7579692
YNL261W	YJL194W	ORC5	CDC6	Synthetic Growth Defect	Loo S et al	7579692
YNL261W	YFR028C	ORC5	CDC14	Synthetic Growth Defect	Loo S et al	7579692
YNL261W	YLR274W	ORC5	CDC46	Synthetic Growth Defect	Loo S et al	7579692
YPL075W	YMR199W	GCR1	CLN1	Synthetic Lethality	Willis KA et al	14668361
YPL075W	YPL256C	GCR1	CLN2	Synthetic Lethality	Willis KA et al	14668361
YPL075W	YAL040C	GCR1	CLN3	Synthetic Lethality	Willis KA et al	14668361
YMR106C	YLR318W	YKU80	EST2	Synthetic Lethality	Bertuch AA et al	15126387
YNL261W	YPR162C	ORC5	ORC4	Dosage Rescue	Takahashi N et al	14625297
YMR106C	YOR033C	YKU80	EXO1	Synthetic Rescue	Bertuch AA et al	15126387
YLR318W	YOR033C	EST2	EXO1	Synthetic Rescue	Bertuch AA et al	15126387
YMR106C	YMR224C	YKU80	MRE11	Phenotypic Enhancement	Maringele L et al	15126386
YOR033C	YMR106C	EXO1	YKU80	Phenotypic Enhancement	Maringele L et al	15126386
YOR033C	YMR224C	EXO1	MRE11	Phenotypic Enhancement	Maringele L et al	15126386
YKL048C	YGL190C	ELM1	CDC55	Synthetic Growth Defect	Blacketer MJ et al	8395007
YDL188C	YGL190C	PPH22	CDC55	Synthetic Growth Defect	Evans DR et al	11129046
YPL029W	YMR287C	SUV3	MSU1	Dosage Rescue	Dmochowska A et al	8590460
YMR202W	YML008C	ERG2	ERG6	Phenotypic Enhancement	Heese-Peck A et al	12181337
YLR056W	YML008C	ERG3	ERG6	Phenotypic Enhancement	Heese-Peck A et al	12181337
Q0110	YMR080C	BI2	NAM7	Synthetic Rescue	de Pinto B et al	14763985
YGR009C	YPL232W	SEC9	SSO1	Synthetic Rescue	Munson M et al	11777922
YPL232W	YGR009C	SSO1	SEC9	Phenotypic Enhancement	Munson M et al	11777922
YBL050W	YPL232W	SEC17	SSO1	Dosage Lethality	Munson M et al	11777922
YBR080C	YPL232W	SEC18	SSO1	Dosage Lethality	Munson M et al	11777922
YDR224C	YDR225W	HTB1	HTA1	Synthetic Lethality	Schuster T et al	3516414
YLL050C	YLR429W	COF1	CRN1	Synthetic Growth Defect	Goode BL et al	9885246
YFL039C	YLR429W	ACT1	CRN1	Synthetic Growth Defect	Goode BL et al	9885246
YGR162W	YOR276W	TIF4631	CAF20	Dosage Rescue	Tarun SZ Jr et al	9372919
YGL049C	YOR276W	TIF4632	CAF20	Dosage Rescue	Tarun SZ Jr et al	9372919
YNL169C	YDR294C	PSD1	DPL1	Synthetic Lethality	Storey MK et al	11602607
YNL169C	YGR170W	PSD1	PSD2	Synthetic Lethality	Storey MK et al	11602607
YFL038C	YDR170C	YPT1	SEC7	Synthetic Lethality	Bacon RA et al	2504726
YFL038C	YNR026C	YPT1	SEC12	Synthetic Lethality	Bacon RA et al	2504726
YFL038C	YNL287W	YPT1	SEC21	Synthetic Lethality	Bacon RA et al	2504726
YFL038C	YLR268W	YPT1	SEC22	Synthetic Lethality	Bacon RA et al	2504726
YFL038C	YPR181C	YPT1	SEC23	Synthetic Lethality	Bacon RA et al	2504726
YFL038C	YIL004C	YPT1	BET1	Synthetic Lethality	Bacon RA et al	2504726
YFL038C	YPR176C	YPT1	BET2	Synthetic Lethality	Bacon RA et al	2504726
YFL038C	YMR079W	YPT1	SEC14	Synthetic Growth Defect	Bacon RA et al	2504726
YDR164C	YER008C	SEC1	SEC3	Synthetic Lethality	Finger FP et al	11063675
YER008C	YDR164C	SEC3	SEC1	Synthetic Lethality	Finger FP et al	11063675
YDR164C	YDR166C	SEC1	SEC5	Synthetic Lethality	Finger FP et al	11063675
YDR166C	YDR164C	SEC5	SEC1	Synthetic Lethality	Finger FP et al	11063675
YDR164C	YIL068C	SEC1	SEC6	Synthetic Lethality	Finger FP et al	11063675
YIL068C	YDR164C	SEC6	SEC1	Synthetic Lethality	Finger FP et al	11063675
YDR164C	YPR055W	SEC1	SEC8	Synthetic Lethality	Finger FP et al	11063675
YPR055W	YDR164C	SEC8	SEC1	Synthetic Lethality	Finger FP et al	11063675
YDR164C	YLR166C	SEC1	SEC10	Synthetic Lethality	Finger FP et al	11063675
YLR166C	YDR164C	SEC10	SEC1	Synthetic Lethality	Finger FP et al	11063675
YDR164C	YGL233W	SEC1	SEC15	Synthetic Lethality	Finger FP et al	11063675
YGL233W	YDR164C	SEC15	SEC1	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YER008C	SEC2	SEC3	Synthetic Lethality	Finger FP et al	11063675
YER008C	YNL272C	SEC3	SEC2	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YDR166C	SEC2	SEC5	Synthetic Lethality	Finger FP et al	11063675
YDR166C	YNL272C	SEC5	SEC2	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YIL068C	SEC2	SEC6	Synthetic Lethality	Finger FP et al	11063675
YIL068C	YNL272C	SEC6	SEC2	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YPR055W	SEC2	SEC8	Synthetic Lethality	Finger FP et al	11063675
YPR055W	YNL272C	SEC8	SEC2	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YLR166C	SEC2	SEC10	Synthetic Lethality	Finger FP et al	11063675
YLR166C	YNL272C	SEC10	SEC2	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YGL233W	SEC2	SEC15	Synthetic Lethality	Finger FP et al	11063675
YGL233W	YNL272C	SEC15	SEC2	Synthetic Lethality	Finger FP et al	11063675
YER008C	YDR166C	SEC3	SEC5	Synthetic Lethality	Finger FP et al	11063675
YDR166C	YER008C	SEC5	SEC3	Synthetic Lethality	Finger FP et al	11063675
YER008C	YIL068C	SEC3	SEC6	Synthetic Lethality	Finger FP et al	11063675
YER008C	YPR055W	SEC3	SEC8	Synthetic Lethality	Finger FP et al	11063675
YPR055W	YER008C	SEC8	SEC3	Synthetic Lethality	Finger FP et al	11063675
YER008C	YLR166C	SEC3	SEC10	Synthetic Lethality	Finger FP et al	11063675
YLR166C	YER008C	SEC10	SEC3	Synthetic Lethality	Finger FP et al	11063675
YER008C	YGL233W	SEC3	SEC15	Synthetic Lethality	Finger FP et al	11063675
YGL233W	YER008C	SEC15	SEC3	Synthetic Lethality	Finger FP et al	11063675
YFL005W	YER008C	SEC4	SEC3	Synthetic Lethality	Finger FP et al	11063675
YER008C	YFL005W	SEC3	SEC4	Synthetic Lethality	Finger FP et al	11063675
YFL005W	YDR166C	SEC4	SEC5	Synthetic Lethality	Finger FP et al	11063675
YDR166C	YFL005W	SEC5	SEC4	Synthetic Lethality	Finger FP et al	11063675
YFL005W	YIL068C	SEC4	SEC6	Synthetic Lethality	Finger FP et al	11063675
YIL068C	YFL005W	SEC6	SEC4	Synthetic Lethality	Finger FP et al	11063675
YFL005W	YPR055W	SEC4	SEC8	Synthetic Lethality	Finger FP et al	11063675
YPR055W	YFL005W	SEC8	SEC4	Synthetic Lethality	Finger FP et al	11063675
YFL005W	YLR166C	SEC4	SEC10	Synthetic Lethality	Finger FP et al	11063675
YLR166C	YFL005W	SEC10	SEC4	Synthetic Lethality	Finger FP et al	11063675
YFL005W	YGL233W	SEC4	SEC15	Synthetic Lethality	Finger FP et al	11063675
YGL233W	YFL005W	SEC15	SEC4	Synthetic Lethality	Finger FP et al	11063675
YDR166C	YIL068C	SEC5	SEC6	Synthetic Lethality	Finger FP et al	11063675
YIL068C	YDR166C	SEC6	SEC5	Synthetic Lethality	Finger FP et al	11063675
YDR166C	YPR055W	SEC5	SEC8	Synthetic Lethality	Finger FP et al	11063675
YPR055W	YDR166C	SEC8	SEC5	Synthetic Lethality	Finger FP et al	11063675
YDR166C	YLR166C	SEC5	SEC10	Synthetic Lethality	Finger FP et al	11063675
YLR166C	YDR166C	SEC10	SEC5	Synthetic Lethality	Finger FP et al	11063675
YDR166C	YGL233W	SEC5	SEC15	Synthetic Lethality	Finger FP et al	11063675
YGL233W	YDR166C	SEC15	SEC5	Synthetic Lethality	Finger FP et al	11063675
YIL068C	YPR055W	SEC6	SEC8	Synthetic Lethality	Finger FP et al	11063675
YPR055W	YIL068C	SEC8	SEC6	Synthetic Lethality	Finger FP et al	11063675
YIL068C	YLR166C	SEC6	SEC10	Synthetic Lethality	Finger FP et al	11063675
YLR166C	YIL068C	SEC10	SEC6	Synthetic Lethality	Finger FP et al	11063675
YIL068C	YGL233W	SEC6	SEC15	Synthetic Lethality	Finger FP et al	11063675
YGL233W	YIL068C	SEC15	SEC6	Synthetic Lethality	Finger FP et al	11063675
YPR055W	YLR166C	SEC8	SEC10	Synthetic Lethality	Finger FP et al	11063675
YLR166C	YPR055W	SEC10	SEC8	Synthetic Lethality	Finger FP et al	11063675
YPR055W	YGL233W	SEC8	SEC15	Synthetic Lethality	Finger FP et al	11063675
YGL233W	YPR055W	SEC15	SEC8	Synthetic Lethality	Finger FP et al	11063675
YGR009C	YER008C	SEC9	SEC3	Synthetic Lethality	Finger FP et al	11063675
YER008C	YGR009C	SEC3	SEC9	Synthetic Lethality	Finger FP et al	11063675
YGR009C	YDR166C	SEC9	SEC5	Synthetic Lethality	Finger FP et al	11063675
YDR166C	YGR009C	SEC5	SEC9	Synthetic Lethality	Finger FP et al	11063675
YGR009C	YIL068C	SEC9	SEC6	Synthetic Lethality	Finger FP et al	11063675
YIL068C	YGR009C	SEC6	SEC9	Synthetic Lethality	Finger FP et al	11063675
YGR009C	YPR055W	SEC9	SEC8	Synthetic Lethality	Finger FP et al	11063675
YPR055W	YGR009C	SEC8	SEC9	Synthetic Lethality	Finger FP et al	11063675
YGR009C	YLR166C	SEC9	SEC10	Synthetic Lethality	Finger FP et al	11063675
YLR166C	YGR009C	SEC10	SEC9	Synthetic Lethality	Finger FP et al	11063675
YGR009C	YGL233W	SEC9	SEC15	Synthetic Lethality	Finger FP et al	11063675
YGL233W	YGR009C	SEC15	SEC9	Synthetic Lethality	Finger FP et al	11063675
YLR166C	YGL233W	SEC10	SEC15	Synthetic Lethality	Finger FP et al	11063675
YGL233W	YLR166C	SEC15	SEC10	Synthetic Lethality	Finger FP et al	11063675
YDR164C	YGR009C	SEC1	SEC9	Synthetic Lethality	Finger FP et al	11063675
YGR009C	YDR164C	SEC9	SEC1	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YDR164C	SEC2	SEC1	Synthetic Lethality	Finger FP et al	11063675
YDR164C	YNL272C	SEC1	SEC2	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YGR009C	SEC2	SEC9	Synthetic Lethality	Finger FP et al	11063675
YGR009C	YNL272C	SEC9	SEC2	Synthetic Lethality	Finger FP et al	11063675
YFL005W	YDR164C	SEC4	SEC1	Synthetic Lethality	Finger FP et al	11063675
YDR164C	YFL005W	SEC1	SEC4	Synthetic Lethality	Finger FP et al	11063675
YFL005W	YGR009C	SEC4	SEC9	Synthetic Lethality	Finger FP et al	11063675
YGR009C	YFL005W	SEC9	SEC4	Synthetic Lethality	Finger FP et al	11063675
YDR164C	YER136W	SEC1	GDI1	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YFL005W	SEC2	SEC4	Synthetic Lethality	Finger FP et al	11063675
YFL005W	YNL272C	SEC4	SEC2	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YER136W	SEC2	GDI1	Synthetic Lethality	Finger FP et al	11063675
YNL272C	YPR017C	SEC2	DSS4	Synthetic Lethality	Finger FP et al	11063675
YER008C	YER136W	SEC3	GDI1	Synthetic Lethality	Finger FP et al	11063675
YER008C	YPR017C	SEC3	DSS4	Synthetic Lethality	Finger FP et al	11063675
